Attrition,Business_Travel,CF_age_band,CF_attrition_label,Department,Education_Field,emp_no,Employee_Number,Gender,Job_Role,Marital_Status,Over_Time,Over18,Training_Times_Last_Year,Age,CF_current_Employee,Daily_Rate,Distance_From_Home,Education,Employee_Count,Environment_Satisfaction,Hourly_Rate,Job_Involvement,Job_Level,Job_Satisfaction,Monthly_Income,Monthly_Rate,Num_Companies_Worked,Percent_Salary_Hike,Performance_Rating,Relationship_Satisfaction,Standard_Hours,Stock_Option_Level,Total_Working_Years,Work_Life_Balance,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-1582,1582,Male,Sales Executive,Married,No,Y,3,38,1,1245,14,Bachelor's Degree,1,3,80,3,2,2,9924.00,12355.00,0,11,3,4,80,1,10,3,9,8,7,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1739,1739,Male,Sales Executive,Married,No,Y,2,32,1,371,19,Bachelor's Degree,1,4,80,1,3,3,9610.00,3840.00,3,13,3,3,80,1,10,1,4,3,0,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-1492,1492,Male,Sales Representative,Married,No,Y,3,35,1,660,7,High School,1,4,76,3,1,3,2404.00,16192.00,1,13,3,1,80,1,1,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-1446,1446,Male,Sales Executive,Married,No,Y,3,32,1,601,7,Doctoral Degree,1,4,97,3,2,4,9204.00,23343.00,4,12,3,3,80,1,7,2,4,3,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-1588,1588,Male,Sales Executive,Married,No,Y,3,39,1,1462,6,Bachelor's Degree,1,4,38,4,3,3,8237.00,4658.00,2,11,3,1,80,1,11,3,7,6,7,6
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1787,1787,Male,Sales Executive,Married,No,Y,2,37,1,589,9,Associates Degree,1,2,46,2,2,2,4189.00,8800.00,1,14,3,1,80,2,5,3,5,2,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1908,1908,Male,Sales Executive,Married,No,Y,1,36,1,335,17,Associates Degree,1,3,33,2,2,2,5507.00,16822.00,2,16,3,3,80,2,12,1,4,2,1,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-1995,1995,Male,Sales Executive,Married,No,Y,3,38,1,1321,1,Master's Degree,1,4,86,3,2,2,4440.00,7636.00,0,15,3,1,80,2,16,3,15,13,5,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1479,1479,Male,Sales Executive,Married,No,Y,2,30,1,1358,16,High School,1,4,96,3,2,3,5301.00,2939.00,8,15,3,3,80,2,4,2,2,1,2,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-1961,1961,Male,Sales Representative,Single,No,Y,3,38,1,1404,1,Bachelor's Degree,1,1,59,2,1,1,2858.00,11473.00,4,14,3,1,80,0,20,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1975,1975,Male,Sales Executive,Single,No,Y,3,39,1,119,15,Master's Degree,1,2,77,3,4,1,13341.00,25098.00,0,12,3,1,80,0,21,3,20,8,11,10
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-1740,1740,Male,Manager,Single,No,Y,3,40,1,611,7,Master's Degree,1,2,88,3,5,2,19833.00,4349.00,1,14,3,2,80,0,21,2,21,8,12,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-1924,1924,Male,Sales Executive,Single,No,Y,2,33,1,217,10,Master's Degree,1,2,43,3,2,3,5487.00,10410.00,1,14,3,2,80,0,10,2,10,4,0,9
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-1650,1650,Male,Sales Executive,Single,No,Y,2,29,1,469,10,Bachelor's Degree,1,3,42,2,2,3,5869.00,23413.00,9,11,3,3,80,0,8,3,5,2,1,4
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-1836,1836,Male,Sales Executive,Single,No,Y,4,26,1,572,10,Bachelor's Degree,1,3,46,3,2,4,4684.00,9125.00,1,13,3,1,80,0,5,3,5,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Other,STAFF-1478,1478,Male,Sales Executive,Single,No,Y,2,34,1,1326,3,Bachelor's Degree,1,4,81,1,2,1,4759.00,15891.00,3,18,3,4,80,0,15,3,13,9,3,12
No,Travel_Rarely,Under 25,Current Employees,Sales,Life Sciences,STAFF-1680,1680,Male,Sales Representative,Single,No,Y,3,20,1,727,9,High School,1,4,54,3,1,1,2728.00,21082.00,1,11,3,1,80,0,2,3,2,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-1469,1469,Male,Sales Executive,Single,No,Y,4,28,1,866,5,Bachelor's Degree,1,4,84,3,2,1,8463.00,23490.00,0,18,3,4,80,0,6,3,5,4,1,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1708,1708,Male,Sales Executive,Single,No,Y,3,41,1,918,6,Bachelor's Degree,1,4,35,3,3,3,9241.00,15869.00,1,12,3,2,80,0,10,3,10,8,8,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,STAFF-1965,1965,Male,Sales Executive,Single,No,Y,5,27,1,954,9,Bachelor's Degree,1,4,44,3,2,4,4105.00,5099.00,1,14,3,1,80,0,7,3,7,7,0,7
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,STAFF-1602,1602,Male,Manager,Single,No,Y,5,46,1,563,1,Master's Degree,1,4,56,4,4,1,17567.00,3156.00,1,15,3,2,80,0,27,1,26,0,0,12
No,Non-Travel,Under 25,Current Employees,R&D,Other,STAFF-1605,1605,Female,Research Scientist,Married,Yes,Y,2,22,1,457,26,Associates Degree,1,2,85,2,1,3,2814.00,10293.00,1,14,3,2,80,0,4,2,4,2,1,3
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1937,1937,Female,Research Scientist,Divorced,Yes,Y,3,38,1,1394,8,Bachelor's Degree,1,4,58,2,2,2,2133.00,18115.00,1,16,3,3,80,1,20,3,20,11,0,7
No,Travel_Frequently,Under 25,Current Employees,R&D,Technical Degree,STAFF-1646,1646,Female,Research Scientist,Single,Yes,Y,2,24,1,567,2,High School,1,1,32,3,1,4,3760.00,17218.00,1,13,3,3,80,0,6,3,6,3,1,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1850,1850,Female,Laboratory Technician,Single,Yes,Y,3,27,1,1297,5,Associates Degree,1,4,53,3,1,4,2379.00,19826.00,0,14,3,3,80,0,6,2,5,4,0,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,STAFF-1683,1683,Female,Human Resources,Divorced,Yes,Y,2,44,1,528,1,Bachelor's Degree,1,3,44,3,1,4,3195.00,4167.00,4,18,3,1,80,3,8,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,STAFF-2040,2040,Female,Human Resources,Single,Yes,Y,2,35,1,1146,26,Master's Degree,1,3,31,3,3,4,8837.00,16642.00,1,16,3,3,80,0,9,3,9,0,1,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1608,1608,Female,Research Director,Divorced,Yes,Y,4,44,1,1313,7,Bachelor's Degree,1,2,31,3,5,4,19049.00,3549.00,0,14,3,4,80,1,23,2,22,7,1,10
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1827,1827,Female,Manufacturing Director,Divorced,Yes,Y,4,47,1,1001,4,Bachelor's Degree,1,3,92,2,3,2,10333.00,19271.00,8,12,3,3,80,1,28,3,22,11,14,10
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1674,1674,Female,Laboratory Technician,Divorced,Yes,Y,2,49,1,464,16,Bachelor's Degree,1,4,74,3,1,1,2587.00,24941.00,4,16,3,2,80,1,17,2,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1974,1974,Female,Laboratory Technician,Divorced,Yes,Y,4,31,1,1276,2,High School,1,4,59,1,1,4,1129.00,17536.00,1,11,3,3,80,3,1,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,STAFF-1886,1886,Female,Manufacturing Director,Married,Yes,Y,2,35,1,219,16,Associates Degree,1,4,44,2,2,2,4788.00,25388.00,0,11,3,4,80,0,4,3,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1893,1893,Female,Research Scientist,Married,Yes,Y,3,26,1,482,1,Associates Degree,1,2,90,2,1,3,2933.00,14908.00,1,13,3,3,80,1,1,2,1,0,1,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1724,1724,Female,Manufacturing Director,Married,Yes,Y,3,40,1,369,8,Associates Degree,1,2,92,3,2,1,6516.00,5041.00,2,16,3,2,80,1,18,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-2009,2009,Female,Healthcare Representative,Married,Yes,Y,6,33,1,501,15,Associates Degree,1,2,95,3,2,4,4878.00,21653.00,0,13,3,1,80,1,10,3,9,7,8,1
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,STAFF-1661,1661,Female,Healthcare Representative,Married,Yes,Y,3,49,1,465,6,High School,1,3,41,2,4,3,13966.00,11652.00,2,19,3,2,80,1,30,3,15,11,2,12
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1703,1703,Female,Healthcare Representative,Married,Yes,Y,2,44,1,921,2,Bachelor's Degree,1,3,96,4,3,4,7879.00,14810.00,1,19,3,2,80,1,9,3,8,7,6,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1638,1638,Female,Manufacturing Director,Married,Yes,Y,6,38,1,397,2,Associates Degree,1,4,54,2,3,3,7756.00,14199.00,3,19,3,4,80,1,10,4,5,4,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1614,1614,Female,Manufacturing Director,Married,Yes,Y,2,36,1,559,12,Master's Degree,1,3,76,3,2,3,4663.00,12421.00,9,12,3,2,80,2,7,3,3,2,1,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1587,1587,Female,Healthcare Representative,Single,Yes,Y,4,35,1,670,10,Master's Degree,1,1,51,3,2,3,6142.00,4223.00,3,16,3,3,80,0,10,3,5,2,0,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1611,1611,Female,Laboratory Technician,Single,Yes,Y,3,45,1,1015,5,Doctoral Degree,1,3,50,1,2,1,5769.00,23447.00,1,14,3,1,80,0,10,3,10,7,1,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1980,1980,Female,Manufacturing Director,Single,Yes,Y,3,54,1,157,10,Bachelor's Degree,1,3,77,3,2,1,4440.00,25198.00,6,19,3,4,80,0,9,3,5,2,1,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1641,1641,Female,Manufacturing Director,Single,Yes,Y,2,40,1,448,16,Bachelor's Degree,1,3,84,3,3,4,7945.00,19948.00,6,15,3,4,80,0,18,2,4,2,3,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1815,1815,Female,Sales Executive,Divorced,Yes,Y,3,41,1,796,4,High School,1,3,81,3,3,3,10447.00,26458.00,0,13,3,4,80,1,23,4,22,14,13,5
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-1912,1912,Female,Sales Executive,Divorced,Yes,Y,2,31,1,1079,10,Associates Degree,1,3,86,3,2,4,6583.00,20115.00,2,11,3,4,80,1,8,3,5,2,1,4
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-1962,1962,Female,Sales Executive,Married,Yes,Y,2,35,1,1224,7,Master's Degree,1,3,55,3,2,4,5204.00,13586.00,1,11,3,4,80,0,10,3,10,8,0,9
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-1915,1915,Female,Sales Executive,Married,Yes,Y,3,34,1,735,3,High School,1,4,75,2,2,4,8103.00,16495.00,3,12,3,3,80,0,9,2,4,2,0,1
No,Travel_Rarely,35 - 44,Current Employees,Sales,Technical Degree,STAFF-1880,1880,Female,Sales Executive,Married,Yes,Y,4,36,1,1266,10,Master's Degree,1,2,63,2,2,3,5673.00,6060.00,1,13,3,1,80,1,10,3,10,9,1,7
No,Travel_Rarely,45 - 54,Current Employees,Sales,Medical,STAFF-1503,1503,Female,Sales Executive,Married,Yes,Y,4,47,1,571,14,Bachelor's Degree,1,3,78,3,2,3,4591.00,24200.00,3,17,3,3,80,1,11,2,5,4,1,2
No,Travel_Rarely,Over 55,Current Employees,Sales,Life Sciences,STAFF-1938,1938,Female,Manager,Married,Yes,Y,2,58,1,605,21,Bachelor's Degree,1,4,72,3,4,4,17875.00,11761.00,4,13,3,3,80,1,29,2,1,0,0,0
No,Travel_Rarely,Under 25,Current Employees,Sales,Medical,STAFF-1445,1445,Female,Sales Executive,Married,Yes,Y,3,24,1,1476,4,High School,1,4,42,3,2,3,4162.00,15211.00,1,12,3,3,80,2,5,3,5,4,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1425,1425,Female,Sales Executive,Single,Yes,Y,3,36,1,1174,3,Master's Degree,1,1,99,3,2,2,9278.00,20763.00,3,16,3,4,80,0,15,3,5,4,0,1
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1552,1552,Male,Healthcare Representative,Divorced,Yes,Y,2,40,1,1142,8,Associates Degree,1,4,72,3,2,4,4069.00,8841.00,3,18,3,3,80,0,8,3,2,2,2,2
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-1948,1948,Male,Research Scientist,Divorced,Yes,Y,3,31,1,976,3,Associates Degree,1,3,48,3,1,1,3065.00,3995.00,1,13,3,4,80,1,4,4,4,2,2,3
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1737,1737,Male,Laboratory Technician,Married,Yes,Y,2,39,1,792,1,Bachelor's Degree,1,4,77,3,2,4,6472.00,8989.00,1,15,3,4,80,1,9,3,9,8,5,8
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1774,1774,Male,Sales Executive,Divorced,Yes,Y,3,34,1,1375,10,Bachelor's Degree,1,4,87,3,2,3,4001.00,12313.00,1,14,3,3,80,1,15,3,15,14,0,7
No,Travel_Frequently,35 - 44,Current Employees,HR,Human Resources,STAFF-1642,1642,Male,Human Resources,Married,Yes,Y,3,44,1,602,1,Doctoral Degree,1,1,37,3,2,4,5743.00,10503.00,4,11,3,3,80,0,14,3,10,7,0,2
No,Travel_Frequently,35 - 44,Current Employees,HR,Other,STAFF-1972,1972,Male,Human Resources,Married,Yes,Y,2,38,1,1444,1,Master's Degree,1,4,88,3,1,2,2991.00,5224.00,0,11,3,2,80,1,7,3,6,2,1,2
No,Travel_Frequently,Over 55,Current Employees,R&D,Life Sciences,STAFF-1837,1837,Male,Research Director,Married,Yes,Y,3,58,1,1216,15,Master's Degree,1,1,87,3,4,3,15787.00,21624.00,2,14,3,2,80,0,23,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Other,STAFF-1932,1932,Male,Research Scientist,Married,Yes,Y,3,34,1,735,22,Master's Degree,1,3,86,2,2,4,5747.00,26496.00,1,15,3,2,80,0,16,3,15,10,6,11
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1594,1594,Male,Laboratory Technician,Married,Yes,Y,3,36,1,1302,6,Master's Degree,1,1,80,4,2,1,5562.00,19711.00,3,13,3,4,80,1,9,3,3,2,0,2
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-1606,1606,Male,Healthcare Representative,Married,Yes,Y,3,50,1,1234,20,Doctoral Degree,1,2,41,3,4,3,11245.00,20689.00,2,15,3,3,80,1,32,3,30,8,12,13
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1547,1547,Male,Healthcare Representative,Married,Yes,Y,3,42,1,288,2,Bachelor's Degree,1,4,40,3,3,4,10124.00,18611.00,2,14,3,3,80,1,24,1,20,8,13,9
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2049,2049,Male,Healthcare Representative,Married,Yes,Y,2,35,1,1199,18,Master's Degree,1,3,80,3,2,3,5689.00,24594.00,1,14,3,4,80,2,10,4,10,2,0,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1704,1704,Male,Research Scientist,Single,Yes,Y,2,35,1,146,2,Master's Degree,1,1,79,2,1,4,4930.00,13970.00,0,14,3,3,80,0,6,4,5,4,1,4
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1496,1496,Male,Manufacturing Director,Single,Yes,Y,2,44,1,1193,2,High School,1,2,86,3,3,3,10209.00,19719.00,5,18,3,2,80,0,16,2,2,2,2,2
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-1539,1539,Male,Research Director,Single,Yes,Y,2,50,1,333,22,Doctoral Degree,1,3,88,1,4,4,14411.00,24450.00,1,13,3,4,80,0,32,3,32,6,13,9
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1753,1753,Male,Healthcare Representative,Single,Yes,Y,5,29,1,461,1,Bachelor's Degree,1,4,70,4,2,3,6294.00,23060.00,8,12,3,4,80,0,10,4,3,2,0,2
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1927,1927,Male,Sales Executive,Married,Yes,Y,2,28,1,783,1,Associates Degree,1,3,42,2,2,4,6834.00,19255.00,1,12,3,3,80,1,7,3,7,7,0,7
No,Travel_Rarely,Over 55,Current Employees,HR,Human Resources,STAFF-1973,1973,Male,Manager,Married,Yes,Y,0,55,1,189,26,Master's Degree,1,3,71,4,5,2,19636.00,25811.00,4,18,3,1,80,1,35,3,10,9,1,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1460,1460,Male,Healthcare Representative,Divorced,Yes,Y,2,45,1,1038,20,Bachelor's Degree,1,2,95,1,3,1,10851.00,19863.00,2,18,3,2,80,1,24,3,7,7,0,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1789,1789,Male,Research Director,Divorced,Yes,Y,3,46,1,734,2,Master's Degree,1,3,46,3,5,4,19328.00,14218.00,7,17,3,3,80,1,24,3,2,1,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1998,1998,Male,Research Scientist,Divorced,Yes,Y,3,42,1,557,18,Master's Degree,1,4,35,3,2,1,5410.00,11189.00,6,17,3,3,80,1,9,2,4,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-1992,1992,Male,Laboratory Technician,Divorced,Yes,Y,2,25,1,977,2,High School,1,4,57,3,1,3,3977.00,7298.00,6,19,3,3,80,1,7,2,2,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1448,1448,Male,Research Scientist,Married,Yes,Y,5,41,1,1283,5,Doctoral Degree,1,2,90,4,1,3,2127.00,5561.00,2,12,3,1,80,0,7,2,4,2,0,3
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-1501,1501,Male,Healthcare Representative,Married,Yes,Y,2,55,1,1229,4,Master's Degree,1,4,30,3,2,3,4035.00,16143.00,0,16,3,2,80,0,4,3,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-1766,1766,Male,Healthcare Representative,Married,Yes,Y,2,38,1,833,18,Bachelor's Degree,1,2,60,1,2,4,5811.00,24539.00,3,16,3,3,80,1,15,3,1,0,1,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1549,1549,Male,Laboratory Technician,Married,Yes,Y,3,33,1,589,28,Master's Degree,1,2,79,3,2,3,5207.00,22949.00,1,12,3,2,80,1,15,3,15,14,5,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,STAFF-2053,2053,Male,Laboratory Technician,Married,Yes,Y,2,29,1,1378,13,Associates Degree,1,4,46,2,2,2,4025.00,23679.00,4,13,3,1,80,1,10,3,4,3,0,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-1790,1790,Male,Healthcare Representative,Married,Yes,Y,1,36,1,1383,10,Bachelor's Degree,1,4,90,3,3,1,8321.00,25949.00,7,13,3,4,80,1,15,3,12,8,5,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-2003,2003,Male,Laboratory Technician,Married,Yes,Y,3,35,1,1490,11,Master's Degree,1,4,43,3,1,3,2660.00,20232.00,7,11,3,3,80,1,5,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,STAFF-1465,1465,Male,Manufacturing Director,Married,Yes,Y,4,45,1,1448,29,Bachelor's Degree,1,2,55,3,3,4,9380.00,14720.00,4,18,3,4,80,2,10,4,3,1,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1755,1755,Male,Research Scientist,Married,Yes,Y,3,34,1,181,2,Master's Degree,1,4,97,4,1,4,2932.00,5586.00,0,14,3,1,80,3,6,3,5,0,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1586,1586,Male,Laboratory Technician,Single,Yes,Y,3,29,1,1370,3,High School,1,2,87,3,1,1,4723.00,16213.00,1,18,3,4,80,0,10,3,10,9,1,5
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,STAFF-2020,2020,Male,Research Scientist,Single,Yes,Y,2,44,1,1037,1,Bachelor's Degree,1,2,42,3,1,4,2436.00,13422.00,6,12,3,3,80,0,6,3,4,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1515,1515,Male,Healthcare Representative,Single,Yes,Y,6,33,1,516,8,Doctoral Degree,1,4,69,3,2,3,6388.00,22049.00,2,17,3,1,80,0,14,3,0,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,STAFF-1669,1669,Male,Sales Executive,Divorced,Yes,Y,3,29,1,991,5,Bachelor's Degree,1,1,43,2,2,2,4187.00,3356.00,1,13,3,2,80,1,10,2,10,0,0,9
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,STAFF-1732,1732,Male,Sales Executive,Divorced,Yes,Y,5,46,1,1277,2,Bachelor's Degree,1,3,74,3,3,4,10368.00,5596.00,4,12,3,2,80,1,13,2,10,6,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,STAFF-1943,1943,Male,Sales Executive,Divorced,Yes,Y,4,42,1,419,12,Master's Degree,1,2,77,3,2,4,5087.00,2900.00,3,12,3,3,80,2,14,3,0,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,STAFF-1535,1535,Male,Sales Executive,Married,Yes,Y,3,34,1,971,1,Bachelor's Degree,1,4,64,2,3,3,7083.00,12288.00,1,14,3,4,80,0,10,3,10,9,8,6
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,STAFF-1591,1591,Male,Manager,Married,Yes,Y,2,50,1,264,9,Bachelor's Degree,1,3,59,3,5,3,19331.00,19519.00,4,16,3,3,80,1,27,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,STAFF-1706,1706,Male,Sales Executive,Married,Yes,Y,3,43,1,1179,2,Bachelor's Degree,1,4,73,3,2,4,7847.00,6069.00,1,17,3,1,80,1,10,3,10,9,8,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,STAFF-1882,1882,Male,Sales Executive,Married,Yes,Y,3,34,1,1480,4,Bachelor's Degree,1,3,64,3,3,4,9713.00,24444.00,2,13,3,4,80,3,9,3,5,3,1,0
No,Travel_Rarely,Under 25,Current Employees,Sales,Medical,STAFF-2021,2021,Male,Sales Representative,Single,Yes,Y,6,21,1,501,5,High School,1,3,58,3,1,1,2380.00,25479.00,1,11,3,4,80,0,2,3,2,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,STAFF-1678,1678,Male,Sales Executive,Single,Yes,Y,2,41,1,1206,23,Associates Degree,1,4,80,3,3,3,7082.00,11591.00,3,16,3,4,80,0,21,3,2,0,0,2
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,STAFF-1979,1979,Female,Research Director,Married,No,Y,2,31,1,697,10,Bachelor's Degree,1,3,40,3,3,3,11031.00,26862.00,4,20,4,3,80,1,13,4,11,7,4,8
No,Non-Travel,45 - 54,Current Employees,Sales,Life Sciences,STAFF-1845,1845,Female,Sales Executive,Married,No,Y,3,45,1,589,2,Master's Degree,1,3,67,3,2,3,5154.00,19665.00,4,22,4,2,80,2,10,4,8,7,5,7
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,STAFF-1520,1520,Female,Manager,Divorced,No,Y,2,54,1,1050,11,Master's Degree,1,2,87,3,4,4,16032.00,24456.00,3,20,4,1,80,1,26,3,14,9,1,12
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,STAFF-1675,1675,Female,Laboratory Technician,Single,No,Y,3,38,1,148,2,Bachelor's Degree,1,4,42,2,1,2,2440.00,23826.00,1,22,4,2,80,0,4,3,4,3,3,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Technical Degree,STAFF-1736,1736,Female,Manufacturing Director,Single,No,Y,3,31,1,163,24,High School,1,4,30,3,2,4,5238.00,6670.00,2,20,4,4,80,0,9,2,5,4,1,4
No,Travel_Rarely,45 - 54,Current Employees,HR,Life Sciences,STAFF-1744,1744,Female,Human Resources,Married,No,Y,2,45,1,176,4,Bachelor's Degree,1,3,56,1,3,3,9756.00,6595.00,4,21,4,3,80,2,9,4,5,0,0,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,STAFF-1622,1622,Female,Manufacturing Director,Divorced,No,Y,5,28,1,580,27,Bachelor's Degree,1,2,39,1,2,1,4877.00,20460.00,0,21,4,2,80,1,6,2,5,3,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,STAFF-1581,1581,Female,Research Scientist,Married,No,Y,5,26,1,474,3,Bachelor's Degree,1,1,89,3,1,4,2061.00,11133.00,1,21,4,1,80,0,1,3,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,STAFF-2034,2034,Female,Manufacturing Director,Married,No,Y,3,41,1,582,28,Master's Degree,1,1,60,2,4,2,13570.00,5640.00,0,23,4,3,80,1,21,3,20,7,0,10
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,STAFF-1441,1441,Female,Research Scientist,Married,No,Y,3,56,1,1255,1,Associates Degree,1,1,90,3,1,1,2066.00,10494.00,2,22,4,4,80,1,5,4,3,2,1,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1665,1665,Female,Manager,Married,No,Y,6,54,1,584,22,Doctoral Degree,1,2,91,3,4,3,17426.00,18685.00,3,25,4,3,80,1,36,3,10,8,4,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,STAFF-1509,1509,Female,Laboratory Technician,Married,No,Y,3,49,1,271,3,Associates Degree,1,3,43,2,2,1,4789.00,23070.00,4,25,4,1,80,1,10,3,3,2,1,2
